Files,Words,Vocabulary_size
1610,1194171,94137
1611,1194857,94150
1612,1195871,94202
1613,1196060,94205
1614,1196386,94222
1615,1196574,94231
1616,1197002,94253
1617,1197669,94322
1618,1199668,94364
1619,1199863,94364
1620,1200274,94379
1621,1200722,94393
1622,1202222,94475
1623,1202526,94485
1624,1203320,94545
1625,1204994,94598
1626,1205593,94607
1627,1206168,94625
1628,1206422,94631
1629,1207229,94676
1630,1208033,94721
1631,1209251,94759
1632,1209491,94762
1633,1210114,95000
1634,1210400,95013
1635,1210617,95018
1636,1210804,95024
1637,1211160,95051
1638,1212792,95150
1639,1214191,95235
1640,1214797,95284
1641,1215547,95295
1642,1216343,95359
1643,1217095,95397
1644,1219266,95474
1645,1219744,95502
1646,1219935,95505
1647,1221471,95588
1648,1221767,95592
1649,1222322,95606
1650,1222760,95640
1651,1223515,95669
1652,1224011,95696
1653,1226126,95842
1654,1226930,95876
1655,1227395,95905
1656,1227631,95908
1657,1228001,95925
1658,1229092,95970
1659,1229427,95981
1660,1229760,96004
1661,1231609,96110
1662,1232155,96150
1663,1234693,96552
1664,1235266,96589
1665,1235566,96597
1666,1235820,96604
1667,1236656,96652
1668,1238063,96705
1669,1238564,96720
1670,1241738,96905
1671,1241983,96927
1672,1242588,96941
1673,1242782,96950
1674,1243077,96963
1675,1243711,96987
1676,1243998,96989
1677,1244251,97006
1678,1244720,97023
1679,1244998,97028
1680,1245201,97032
1681,1245443,97044
1682,1246518,97203
1683,1246970,97212
1684,1247338,97315
1685,1247863,97333
1686,1248179,97338
1687,1248705,97390
1688,1249134,97412
1689,1249531,97423
1690,1250078,97447
1691,1251029,97464
1692,1251438,97478
1693,1251834,97500
1694,1252156,97509
1695,1252379,97515
1696,1252642,97538
1697,1253083,97625
1698,1253384,97649
1699,1253890,97667
1700,1256485,97770
1701,1256677,97772
1702,1257010,97786
1703,1257620,97811
1704,1257976,97826
1705,1258233,97829
1706,1258726,97852
1707,1260105,97924
1708,1260432,97955
1709,1260627,97958
1710,1261479,98117
1711,1261734,98125
1712,1262335,98130
1713,1263187,98160
1714,1263493,98174
1715,1263987,98190
1716,1264370,98223
1717,1265286,98268
1718,1265712,98286
1719,1266239,98343
1720,1266834,98362
1721,1267175,98384
1722,1268080,98472
1723,1269034,98568
1724,1269287,98572
1725,1270362,98611
1726,1270797,98631
1727,1271414,98674
1728,1272522,98705
1729,1272852,98714
1730,1273076,98727
1731,1273286,98732
1732,1273828,98768
1733,1274018,98771
1734,1274269,98778
1735,1274658,98787
1736,1274926,98788
1737,1275499,98809
1738,1276035,98847
1739,1276450,98853
1740,1277340,98878
1741,1277677,98890
1742,1278225,98925
1743,1278423,98931
1744,1278771,98936
1745,1279362,98978
1746,1280055,99025
1747,1280659,99044
1748,1281408,99066
1749,1281674,99106
1750,1282710,99126
1751,1283078,99134
1752,1283537,99141
1753,1284242,99157
1754,1284629,99164
1755,1284953,99173
1756,1285611,99210
1757,1286093,99218
1758,1286550,99227
1759,1287839,99270
1760,1289461,99341
1761,1289653,99346
1762,1290085,99445
1763,1290583,99477
1764,1290760,99481
1765,1291002,99490
1766,1291631,99519
1767,1292224,99553
1768,1292475,99564
1769,1293334,99606
1770,1293947,99683
1771,1296044,99842
1772,1296576,99854
1773,1296976,99872
1774,1297486,100007
1775,1297958,100021
1776,1298294,100071
1777,1298972,100090
1778,1299340,100105
1779,1299607,100114
1780,1300537,100195
1781,1300977,100229
1782,1302079,100282
1783,1302325,100291
1784,1302595,100296
1785,1302817,100303
1786,1303055,100346
1787,1309416,100445
1788,1309884,100458
1789,1310827,100488
1790,1314227,100617
1791,1315369,100664
1792,1315735,100677
1793,1316067,100684
1794,1316579,100691
1795,1318351,100741
1796,1318594,100748
1797,1319044,100766
1798,1319439,100792
1799,1319692,100796
1800,1322767,101007
1801,1323330,101022
1802,1323634,101024
1803,1324602,101042
1804,1324821,101050
1805,1325238,101064
1806,1325653,101083
1807,1326154,101102
1808,1326372,101106
1809,1326930,101128
1810,1327852,101164
1811,1328519,101200
1812,1329152,101245
1813,1329709,101267
1814,1330507,101298
1815,1330769,101306
1816,1331015,101311
1817,1332819,101347
1818,1333171,101417
1819,1333586,101444
1820,1333867,101469
1821,1334293,101486
1822,1334648,101508
1823,1335373,101583
1824,1336902,101702
1825,1337188,101710
1826,1337384,101715
1827,1338057,101736
1828,1338291,101739
1829,1339049,102018
1830,1339310,102037
1831,1340297,102073
1832,1340548,102081
1833,1341306,102111
1834,1341729,102118
1835,1342616,102158
1836,1342857,102163
1837,1343155,102170
1838,1343756,102204
1839,1344109,102210
1840,1344617,102224
1841,1344779,102226
1842,1347501,102285
1843,1347787,102288
1844,1348668,102315
1845,1348884,102322
1846,1349099,102332
1847,1350063,102354
1848,1350976,102379
1849,1352054,102428
1850,1352358,102436
1851,1355860,102677
1852,1356305,102702
1853,1356745,102712
1854,1361653,102855
1855,1363210,102914
1856,1364029,102959
1857,1367489,103115
1858,1367935,103143
1859,1369502,103200
1860,1369717,103209
1861,1372503,103387
1862,1378536,103527
1863,1378783,103531
1864,1379006,103535
1865,1379328,103541
1866,1379696,103565
1867,1379884,103566
1868,1380132,103569
1869,1380691,103586
1870,1381135,103598
1871,1381620,103622
1872,1381808,103623
1873,1382203,103660
1874,1382384,103666
1875,1382669,103671
1876,1382877,103675
1877,1383462,103690
1878,1385926,103748
1879,1386803,103793
1880,1387033,103799
1881,1387409,103821
1882,1387706,103843
1883,1387978,103848
1884,1388469,103866
1885,1388742,103874
1886,1389191,103887
1887,1389454,103897
1888,1389885,103904
1889,1390368,103908
1890,1390645,103911
1891,1390985,103916
1892,1396826,104070
1893,1397204,104085
1894,1397583,104117
1895,1398479,104149
1896,1398782,104160
1897,1399560,104198
1898,1399831,104218
1899,1402957,104351
1900,1403166,104356
1901,1403603,104407
1902,1403905,104412
1903,1404320,104436
1904,1404567,104453
1905,1405910,104499
1906,1406232,104519
1907,1406586,104545
1908,1406744,104547
1909,1406979,104554
1910,1407518,104581
1911,1407752,104586
1912,1409572,104696
1913,1409962,104716
1914,1411093,104791
1915,1412025,104827
1916,1412292,104832
1917,1412519,104836
1918,1412812,104864
1919,1413208,104885
1920,1413874,104931
1921,1414277,104936
1922,1419453,105166
1923,1419838,105201
1924,1420731,105273
1925,1421099,105281
1926,1421325,105285
1927,1422280,105353
1928,1422601,105358
1929,1423613,105399
1930,1423921,105424
1931,1424155,105429
1932,1424535,105446
1933,1424943,105458
1934,1425177,105464
1935,1425770,105490
1936,1426035,105494
1937,1427153,105547
1938,1428604,105615
1939,1432244,105777
1940,1432651,105829
1941,1433356,105904
1942,1434347,105937
1943,1435370,106005
1944,1436207,106016
1945,1436644,106029
1946,1436962,106031
1947,1437406,106046
1948,1438239,106103
1949,1438514,106113
1950,1438711,106122
1951,1439481,106151
1952,1439851,106188
1953,1440053,106192
1954,1441367,106224
1955,1441937,106234
1956,1442288,106255
1957,1443180,106272
1958,1443481,106276
1959,1444049,106306
1960,1444691,106351
1961,1445101,106365
1962,1445346,106393
1963,1445625,106404
1964,1446560,106451
1965,1448249,106517
1966,1448481,106525
1967,1448978,106567
1968,1449752,106603
1969,1450106,106621
1970,1450274,106621
1971,1450626,106632
1972,1451166,106660
1973,1452974,107039
1974,1453462,107049
1975,1453755,107083
1976,1455979,107502
1977,1456161,107505
1978,1456429,107509
1979,1457104,107561
1980,1460982,107822
1981,1461226,107827
1982,1461599,107844
1983,1461987,107849
1984,1462523,107870
1985,1462831,107877
1986,1463915,107919
1987,1464611,107948
1988,1465730,108024
1989,1469558,108226
1990,1469890,108233
1991,1470332,108236
1992,1470614,108258
1993,1471267,108289
1994,1471669,108295
1995,1471997,108299
1996,1472306,108316
1997,1472652,108330
1998,1472883,108333
1999,1473366,108363
2000,1473645,108370
2001,1473980,108387
2002,1474339,108401
2003,1481754,108635
2004,1482048,108641
2005,1482265,108657
2006,1482504,108660
2007,1482977,108671
2008,1483800,108721
2009,1484192,108749
2010,1484571,108754
2011,1485565,108795
2012,1485798,108799
2013,1486057,108810
2014,1486241,108813
2015,1486663,108888
2016,1487849,108905
2017,1488308,108934
2018,1489231,108979
2019,1489754,109034
2020,1490170,109044
2021,1490693,109080
2022,1490975,109093
2023,1491393,109118
2024,1492086,109130
2025,1492821,109163
2026,1495066,109293
2027,1496475,109333
2028,1499589,109623
2029,1500171,109835
2030,1500430,109839
2031,1500754,109844
2032,1501093,109847
2033,1501454,109856
2034,1501693,109863
2035,1502298,109879
2036,1502496,109881
2037,1502842,109900
2038,1503087,109901
2039,1503862,109922
2040,1504224,109950
2041,1504600,109960
2042,1505426,109975
2043,1505988,109990
2044,1506159,109994
2045,1506386,110006
2046,1506622,110011
2047,1507184,110030
2048,1507489,110033
2049,1507935,110044
2050,1508651,110060
2051,1508831,110060
2052,1509558,110104
2053,1510279,110167
2054,1511068,110194
2055,1511372,110227
2056,1511779,110235
2057,1513672,110344
2058,1513913,110349
2059,1514740,110443
2060,1515010,110448
2061,1515764,110479
2062,1516132,110487
2063,1516409,110504
2064,1516605,110504
2065,1516833,110508
2066,1517298,110568
2067,1517666,110577
2068,1520290,110672
2069,1520853,110688
2070,1521073,110690
2071,1521400,110700
2072,1521814,110711
2073,1522500,110727
2074,1522844,110738
2075,1523320,110744
2076,1523516,110749
2077,1523929,110754
2078,1524103,110761
2079,1524719,110796
2080,1525078,110802
2081,1527919,111172
2082,1528117,111176
2083,1529159,111227
2084,1529388,111237
2085,1529835,111324
2086,1530139,111331
2087,1530921,111376
2088,1532966,111507
2089,1533430,111558
2090,1533833,111587
2091,1534318,111620
2092,1534809,111701
2093,1535357,111756
2094,1535691,111773
2095,1535982,111779
2096,1537326,111886
2097,1537504,111889
2098,1537845,111921
2099,1538544,111938
2100,1539976,112043
2101,1540158,112046
2102,1540701,112079
2103,1541224,112091
2104,1542267,112496
2105,1542524,112496
2106,1543075,112508
2107,1543704,112542
2108,1544255,112555
2109,1544596,112571
2110,1545072,112582
2111,1546668,112593
2112,1546988,112603
2113,1547607,112622
2114,1548355,112645
2115,1548652,112647
2116,1548852,112655
2117,1549272,112666
2118,1550518,112690
2119,1551279,112718
2120,1552211,112803
2121,1552721,112811
2122,1553032,112824
2123,1553439,112837
2124,1554503,112951
2125,1554910,112979
2126,1555489,113099
2127,1555982,113128
2128,1556767,113160
2129,1556981,113166
2130,1557306,113184
2131,1557521,113190
2132,1557829,113201
2133,1560652,113339
2134,1560827,113340
2135,1563556,113455
2136,1563874,113465
2137,1564829,113554
2138,1565349,113578
2139,1565808,113642
2140,1566178,113666
2141,1567454,113677
2142,1568095,113699
2143,1568492,113714
2144,1570478,113756
2145,1570858,113771
2146,1571334,113791
2147,1571548,113796
2148,1573612,113852
2149,1573856,113856
2150,1574562,113878
2151,1574873,113886
2152,1575453,113913
2153,1575871,113931
2154,1576287,113956
2155,1576519,113957
2156,1576820,113987
2157,1577521,114004
2158,1577868,114009
2159,1578148,114018
2160,1578489,114025
2161,1578873,114041
2162,1579039,114043
2163,1579382,114055
2164,1580044,114105
2165,1580721,114118
2166,1582260,114303
2167,1582563,114313
2168,1587538,114519
2169,1587759,114526
2170,1588732,114651
2171,1589135,114677
2172,1589573,114719
2173,1589921,114726
2174,1590118,114732
2175,1590509,114751
2176,1591957,114808
2177,1592393,114815
2178,1592586,114817
2179,1594012,114869
2180,1594425,114884
2181,1595379,114927
2182,1595567,114927
2183,1595862,114934
2184,1596159,114939
2185,1596934,114986
2186,1597745,115024
2187,1598238,115045
2188,1599066,115065
2189,1609041,115695
2190,1609533,115713
2191,1610125,115730
2192,1610338,115740
2193,1611231,115809
2194,1611921,115820
2195,1612148,115826
2196,1612479,115847
2197,1613999,115921
2198,1614285,115932
2199,1614833,115948
2200,1615438,115969
2201,1615881,115999
2202,1616457,116025
2203,1617090,116074
2204,1618958,116236
2205,1619394,116243
2206,1619613,116249
2207,1620024,116305
2208,1620450,116309
2209,1620643,116313
2210,1621038,116324
2211,1621270,116333
2212,1621625,116345
2213,1623182,116427
2214,1623919,116494
2215,1624888,116524
2216,1625079,116534
2217,1625429,116550
2218,1625768,116570
2219,1625976,116572
2220,1626299,116587
2221,1627165,116622
2222,1628331,116667
2223,1629369,116690
2224,1629953,116709
2225,1630557,116719
2226,1631042,116729
2227,1631468,116739
2228,1632548,116816
2229,1632787,116818
2230,1633322,116849
2231,1634223,116860
2232,1635068,116897
2233,1635299,116901
2234,1636932,117015
2235,1637339,117019
2236,1637696,117045
2237,1638320,117059
2238,1638640,117078
2239,1639181,117107
2240,1639350,117108
2241,1639737,117117
2242,1639943,117122
2243,1640175,117127
2244,1640720,117151
2245,1641141,117165
2246,1641441,117189
2247,1642086,117357
2248,1642518,117374
2249,1642933,117396
2250,1643443,117415
2251,1644345,117458
2252,1645359,117484
2253,1645597,117491
2254,1653441,117924
2255,1653837,117950
2256,1654162,117960
2257,1654468,117994
2258,1654703,118016
2259,1654947,118031
2260,1655163,118040
2261,1655491,118097
2262,1655906,118112
2263,1656082,118114
2264,1656519,118255
2265,1656904,118342
2266,1657183,118388
2267,1657637,118393
2268,1657886,118401
2269,1658112,118403
2270,1658346,118407
2271,1659066,118416
2272,1659276,118419
2273,1659518,118420
2274,1660142,118455
2275,1660345,118457
2276,1662052,118492
2277,1662510,118546
2278,1662835,118569
2279,1663362,118576
2280,1664831,118700
2281,1665147,118702
2282,1665409,118717
2283,1665682,118744
2284,1666310,118765
2285,1666766,118781
2286,1666997,118787
2287,1667342,118795
2288,1667926,118833
2289,1668655,118887
2290,1669161,118904
2291,1669510,118915
2292,1669778,118949
2293,1670087,118954
2294,1670930,118982
2295,1671455,119026
2296,1671683,119032
2297,1672259,119070
2298,1674823,119211
2299,1675126,119235
2300,1675363,119236
2301,1676043,119275
2302,1677085,119391
2303,1677361,119394
2304,1677875,119430
2305,1678758,119479
2306,1679021,119490
2307,1679285,119499
2308,1679597,119502
2309,1680174,119521
2310,1680387,119521
2311,1680636,119528
2312,1681418,119534
2313,1681875,119548
2314,1682194,119578
2315,1682584,119600
2316,1683444,119648
2317,1684350,119675
2318,1684691,119687
2319,1685332,119699
2320,1686750,119762
2321,1687454,119780
2322,1687702,119781
2323,1688161,119806
2324,1688362,119808
2325,1688582,119812
2326,1689699,119853
2327,1689991,119865
2328,1690267,119871
2329,1690579,119880
2330,1690825,119889
2331,1691131,119905
2332,1691860,120003
2333,1692712,120014
2334,1692965,120018
2335,1693776,120038
2336,1695301,120111
2337,1696368,120143
2338,1696617,120145
2339,1697109,120173
2340,1702293,120379
2341,1702507,120382
2342,1703008,120398
2343,1703293,120403
2344,1703572,120408
2345,1703872,120418
2346,1704804,120508
2347,1705780,120540
2348,1706241,120555
2349,1707762,120589
2350,1708228,120638
2351,1708680,120669
2352,1708922,120674
2353,1709387,120699
2354,1709783,120724
2355,1711163,120755
2356,1712800,120790
2357,1713071,120795
2358,1713393,120800
2359,1714366,120851
2360,1714720,120863
2361,1715773,121248
2362,1716047,121250
2363,1717880,121295
2364,1718517,121314
2365,1719112,121452
2366,1719903,121461
2367,1720197,121478
2368,1720437,121481
2369,1721020,121490
2370,1721335,121498
2371,1721655,121513
2372,1722200,121535
2373,1722998,121557
2374,1723374,121568
2375,1725066,121697
2376,1725498,121704
2377,1725706,121705
2378,1726707,121731
2379,1728570,121809
2380,1729259,121828
2381,1729519,121828
2382,1730102,121846
2383,1730702,121862
2384,1731753,121884
2385,1731982,121888
2386,1733239,121940
2387,1734789,121964
2388,1735867,121987
2389,1736670,122006
2390,1737054,122008
2391,1737908,122038
2392,1739902,122150
2393,1740600,122227
2394,1740853,122235
2395,1741689,122254
2396,1742047,122263
2397,1742235,122264
2398,1743378,122315
2399,1743618,122332
2400,1744201,122367
2401,1744634,122381
2402,1744876,122389
2403,1748637,122569
2404,1748876,122570
2405,1749329,122577
2406,1750616,122612
2407,1750807,122612
2408,1751370,122621
2409,1754529,122677
2410,1755082,122769
2411,1755900,122781
2412,1756140,122786
2413,1756456,122809
2414,1757601,122850
2415,1758001,122858
2416,1758612,122876
2417,1759872,122887
2418,1760310,122920
2419,1760656,122934
2420,1761033,122956
2421,1761541,122967
2422,1761783,122972
2423,1762120,122979
2424,1762855,122995
2425,1766510,123121
2426,1766778,123131
2427,1766959,123131
2428,1767709,123158
2429,1771238,123235
2430,1771937,123249
2431,1772282,123253
2432,1772642,123266
2433,1775152,123346
2434,1776340,123414
2435,1776644,123424
2436,1777167,123446
2437,1777538,123462
2438,1777708,123463
2439,1778604,123487
2440,1779205,123505
2441,1779498,123511
2442,1779774,123517
2443,1780135,123553
2444,1780303,123557
2445,1780528,123566
2446,1782337,123637
2447,1783668,123750
2448,1784292,123787
2449,1784900,123808
2450,1786124,123830
2451,1786316,123836
2452,1786602,123848
2453,1786889,123857
2454,1787096,123860
2455,1788725,123908
2456,1788931,123909
2457,1789216,123910
2458,1791417,124053
2459,1792160,124113
2460,1792492,124122
2461,1793940,124244
2462,1802759,124611
2463,1803029,124636
2464,1803298,124637
2465,1803747,124646
2466,1804227,124655
2467,1804472,124658
2468,1804783,124671
2469,1805024,124682
2470,1806626,124740
2471,1806823,124741
2472,1812409,125001
2473,1812650,125005
2474,1813109,125020
2475,1814072,125048
2476,1815044,125076
2477,1815264,125080
2478,1816844,125123
2479,1817469,125155
2480,1817850,125166
2481,1819098,125205
2482,1819512,125214
2483,1820401,125224
2484,1820837,125241
2485,1821325,125284
2486,1821562,125290
2487,1822183,125337
2488,1823446,125526
2489,1823949,125541
2490,1824192,125544
2491,1826845,125782
2492,1827135,125805
2493,1829148,125950
2494,1830672,126006
2495,1831540,126044
2496,1831784,126046
2497,1832573,126082
2498,1832827,126090
2499,1833080,126099
2500,1833672,126120
2501,1833854,126121
2502,1835167,126214
2503,1835761,126239
2504,1836225,126245
2505,1836987,126266
2506,1837866,126276
2507,1838299,126289
2508,1839164,126322
2509,1839599,126348
2510,1839890,126355
2511,1840305,126365
2512,1840545,126365
2513,1841011,126382
2514,1841474,126401
2515,1841704,126410
2516,1841954,126415
2517,1842174,126417
2518,1842535,126421
2519,1842878,126427
2520,1843396,126453
2521,1843936,126472
2522,1844192,126477
2523,1844399,126480
2524,1845737,126516
2525,1846001,126524
2526,1846311,126530
2527,1846557,126531
2528,1847657,126650
2529,1848028,126665
2530,1848240,126667
2531,1848730,126760
2532,1848928,126764
2533,1849135,126769
2534,1849661,126804
2535,1849933,126812
2536,1850162,126813
2537,1850427,126816
2538,1850892,126858
2539,1851307,126875
2540,1851632,126889
2541,1851996,126897
2542,1852210,126899
2543,1852709,126911
2544,1852980,126913
2545,1853168,126914
2546,1853483,126924
2547,1854487,127029
2548,1856812,127167
2549,1857097,127179
2550,1857367,127186
2551,1857807,127200
2552,1858234,127204
2553,1858428,127207
2554,1858652,127211
2555,1858926,127214
2556,1859286,127223
2557,1859516,127224
2558,1860735,127264
2559,1861152,127272
2560,1861441,127277
2561,1861742,127300
2562,1861973,127304
2563,1862298,127313
2564,1862779,127354
2565,1863991,127376
2566,1864311,127396
2567,1864576,127403
2568,1864885,127413
2569,1865238,127422
2570,1865755,127445
2571,1866043,127460
2572,1870272,127586
2573,1870992,127610
2574,1871195,127616
2575,1871414,127618
2576,1871881,127632
2577,1872477,127640
2578,1872858,127648
2579,1873115,127650
2580,1873402,127661
2581,1873641,127663
2582,1874481,127682
2583,1875300,127708
2584,1875692,127719
2585,1875877,127722
2586,1876661,127747
2587,1877019,127753
2588,1877389,127774
2589,1877807,127848
2590,1878336,127882
2591,1878971,127902
2592,1879154,127902
2593,1879632,127915
2594,1880093,128086
2595,1880775,128115
2596,1881088,128124
2597,1881264,128125
2598,1882006,128160
2599,1884766,128259
2600,1885618,128290
2601,1886323,128336
2602,1886590,128339
2603,1886812,128343
2604,1887790,128394
2605,1888010,128404
2606,1889200,128424
2607,1889413,128429
2608,1889596,128432
2609,1889989,128450
2610,1890280,128459
2611,1890472,128460
2612,1891170,128471
2613,1891723,128484
2614,1892161,128508
2615,1892506,128531
2616,1897125,128697
2617,1900392,128809
2618,1900671,128830
2619,1901392,128862
2620,1902398,128918
2621,1902611,128921
2622,1902956,128927
2623,1903596,128949
2624,1903814,128954
2625,1904070,128983
2626,1904700,128999
2627,1906733,129046
2628,1907623,129089
2629,1907896,129102
2630,1908363,129109
2631,1909154,129121
2632,1909357,129123
2633,1909764,129128
2634,1910304,129144
2635,1910513,129159
2636,1910736,129160
2637,1911233,129174
2638,1911816,129244
2639,1911986,129246
2640,1912194,129251
2641,1912502,129257
2642,1912702,129261
2643,1916310,129417
2644,1916742,129438
2645,1917504,129465
2646,1918220,129513
2647,1919291,129550
2648,1919578,129619
2649,1920067,129650
2650,1920420,129654
2651,1920920,129675
2652,1921590,129686
2653,1922605,129763
2654,1923253,129777
2655,1924274,129789
2656,1930375,129928
2657,1930623,129931
2658,1931170,129948
2659,1933088,130026
2660,1934351,130053
2661,1934546,130054
2662,1935074,130065
2663,1935275,130065
2664,1935792,130071
2665,1936305,130102
2666,1937041,130154
2667,1939486,130235
2668,1939901,130244
2669,1940285,130274
2670,1940682,130282
2671,1941867,130345
2672,1942232,130398
2673,1944378,130474
2674,1944640,130476
2675,1945990,130499
2676,1946303,130511
2677,1946722,130534
2678,1947148,130590
2679,1947494,130602
2680,1948456,130627
2681,1949364,130657
2682,1950020,130675
2683,1950509,130680
2684,1950786,130688
2685,1951164,130714
2686,1951540,130729
2687,1951845,130733
2688,1952261,130742
2689,1952497,130743
2690,1952858,130746
2691,1953061,130748
2692,1953782,130755
2693,1954142,130770
2694,1954804,130814
2695,1956177,130849
2696,1956517,130864
2697,1956709,130865
2698,1957047,130877
2699,1957250,130883
2700,1957468,130888
2701,1958343,130920
2702,1959139,130938
2703,1959773,130957
2704,1960059,130960
2705,1960230,130961
2706,1960501,130970
2707,1961016,131032
2708,1961534,131064
2709,1963173,131129
2710,1969159,131331
2711,1969574,131340
2712,1970464,131370
2713,1970713,131380
2714,1971300,131394
2715,1971685,131421
2716,1971887,131422
2717,1972204,131440
2718,1973433,131485
2719,1973614,131485
2720,1973886,131493
2721,1974297,131501
2722,1977381,131598
2723,1977780,131614
2724,1978255,131628
2725,1978614,131635
2726,1978850,131644
2727,1979116,131646
2728,1979841,131653
2729,1980468,131661
2730,1980922,131671
2731,1981499,131695
2732,1981777,131709
2733,1982052,131747
2734,1982337,131793
2735,1982875,131821
2736,1983353,131852
2737,1983588,131854
2738,1983828,131861
2739,1984926,131882
2740,1985291,131891
2741,1985644,131910
2742,1986119,131977
2743,1986317,131979
2744,1986746,132008
2745,1987058,132015
2746,1987501,132027
2747,1988132,132046
2748,1988732,132074
2749,1989047,132084
2750,1989719,132104
2751,1990831,132130
2752,1991144,132139
2753,1992361,132177
2754,1992667,132182
2755,1992882,132184
2756,1993329,132188
2757,1994138,132212
2758,1995072,132253
2759,1995290,132257
2760,1995832,132347
2761,1996086,132351
2762,1996422,132370
2763,1997102,132379
2764,1999219,132461
2765,1999410,132473
2766,1999588,132476
2767,1999837,132480
2768,2000096,132483
2769,2000431,132490
2770,2002987,132584
2771,2003237,132587
2772,2003438,132594
2773,2003722,132600
2774,2004087,132644
2775,2004888,132709
2776,2008632,132998
2777,2008881,133001
2778,2009545,133025
2779,2011181,133100
2780,2011644,133131
2781,2012313,133177
2782,2012603,133185
2783,2014371,133342
2784,2018352,133416
2785,2018677,133436
2786,2019971,133462
2787,2021054,133479
2788,2021715,133480
2789,2022719,133541
2790,2023370,133585
2791,2024231,133596
2792,2024533,133607
2793,2024758,133609
2794,2026701,133678
2795,2029549,133813
2796,2030384,133824
2797,2030663,133833
2798,2031423,133875
2799,2032477,133898
2800,2032724,133901
2801,2033661,133933
2802,2034642,133963
2803,2035248,133980
2804,2035456,133982
2805,2035867,133994
2806,2036093,133999
2807,2038492,134093
2808,2038956,134135
2809,2040140,134149
2810,2040593,134167
2811,2040896,134176
2812,2041940,134198
2813,2042130,134203
2814,2042657,134224
2815,2043074,134236
2816,2043398,134241
2817,2043815,134254
2818,2044040,134259
2819,2044408,134281
2820,2045173,134354
2821,2046774,134395
2822,2047203,134413
2823,2047590,134423
2824,2048860,134467
2825,2049155,134471
2826,2049479,134488
2827,2049815,134495
2828,2049994,134501
2829,2050341,134508
2830,2050805,134521
2831,2051023,134521
2832,2051693,134541
2833,2051900,134543
2834,2052125,134547
2835,2052453,134603
2836,2052641,134604
2837,2052838,134607
2838,2054132,134642
2839,2054869,134698
2840,2055427,134714
2841,2055725,134722
2842,2056520,134744
2843,2056856,134758
2844,2059722,134925
2845,2060050,134939
2846,2060805,134964
2847,2061216,134984
2848,2061480,134995
2849,2062275,135012
2850,2063316,135072
2851,2063851,135217
2852,2064258,135221
2853,2064653,135223
2854,2064930,135226
2855,2065622,135307
2856,2066140,135329
2857,2066799,135350
2858,2066996,135354
2859,2068828,135443
2860,2069012,135444
2861,2070217,135480
2862,2070689,135480
2863,2070969,135492
2864,2071554,135511
2865,2080815,136265
2866,2081081,136270
2867,2083723,136342
2868,2084312,136363
2869,2084563,136367
2870,2085003,136373
2871,2085907,136508
2872,2086308,136516
2873,2086699,136524
2874,2086926,136527
2875,2087928,136567
2876,2088630,136585
2877,2088823,136586
2878,2089214,136587
2879,2089464,136597
2880,2089865,136619
2881,2090086,136636
2882,2090422,136647
2883,2090625,136654
2884,2091206,136672
2885,2091483,136673
2886,2091744,136679
2887,2092368,136698
2888,2092817,136709
2889,2093060,136720
2890,2093356,136726
2891,2093904,136739
2892,2094148,136746
2893,2094453,136756
2894,2094681,136766
2895,2094872,136768
2896,2095044,136770
2897,2095358,136774
2898,2096216,136935
2899,2096813,136949
2900,2097415,136949
2901,2099168,137011
2902,2099323,137013
2903,2101339,137178
2904,2101521,137178
2905,2102053,137203
2906,2102339,137225
2907,2102600,137231
2908,2102968,137244
2909,2103312,137251
2910,2104305,137289
2911,2104657,137294
2912,2105092,137312
2913,2105525,137324
2914,2106325,137357
2915,2106601,137363
2916,2107618,137386
2917,2107877,137399
2918,2108112,137403
2919,2108303,137404
2920,2108545,137408
2921,2109802,137472
2922,2109997,137474
2923,2110781,137499
2924,2111162,137502
2925,2111655,137510
2926,2111846,137512
2927,2112046,137512
2928,2112330,137519
2929,2112734,137527
2930,2113678,137527
2931,2114578,137560
2932,2114767,137560
2933,2115626,137564
2934,2115836,137566
2935,2116260,137679
2936,2116457,137680
2937,2116792,137682
2938,2117721,137700
2939,2118412,137742
2940,2119406,137757
2941,2119642,137763
2942,2120877,137879
2943,2121358,137930
2944,2121802,137939
2945,2124287,138110
2946,2124620,138121
2947,2125679,138206
2948,2126414,138278
2949,2127401,138317
2950,2128190,138350
2951,2128669,138428
2952,2129132,138453
2953,2129356,138460
2954,2130214,138514
2955,2130921,138540
2956,2131606,138559
2957,2131826,138562
2958,2132284,138594
2959,2132634,138600
2960,2133089,138611
2961,2133756,138626
2962,2134337,138675
2963,2134714,138691
2964,2134984,138699
2965,2135289,138755
2966,2135539,138767
2967,2135856,138769
2968,2136052,138769
2969,2136514,138782
2970,2137102,138801
2971,2137407,138804
2972,2137887,138826
2973,2138313,138847
2974,2139014,138863
2975,2140981,139019
2976,2142320,139115
2977,2142796,139155
2978,2143164,139169
2979,2144202,139207
2980,2144472,139212
2981,2144851,139214
2982,2145159,139219
2983,2145653,139228
2984,2145867,139228
2985,2146216,139237
2986,2147084,139269
2987,2147393,139271
2988,2148489,139291
2989,2149170,139308
2990,2149701,139333
2991,2149868,139333
2992,2150163,139339
2993,2150406,139345
2994,2150989,139448
2995,2152208,139541
2996,2152487,139551
2997,2152829,139554
2998,2156970,139832
2999,2160164,139896
3000,2160438,139905
3001,2160662,139915
3002,2161610,139957
3003,2161786,139961
3004,2162133,139974
3005,2162584,140004
3006,2163291,140036
3007,2163504,140036
